Origen,Destino,Distancia carretera (km),Distancia 3D (km),Diferencia (km),Tiempo estimado (min)
Tecpatán,Sabanilla,188.672,191.208,2.536,248.2
Tecpatán,Salto de Agua,294.603,295.556,0.954,265.4
Tecpatán,San Andrés Duraznal,131.054,133.164,2.11,179.2
Tecpatán,San Cristóbal de las Casas,181.489,182.75,1.261,155.1
Tecpatán,San Fernando,87.98,89.046,1.066,107.2
Tecpatán,San Juan Cancuc,240.316,242.337,2.022,234.4
Tecpatán,San Lucas,198.641,200.131,1.491,192.9
Tecpatán,Santiago el Pinar,144.458,146.596,2.139,208.4
Tecpatán,Siltepec,355.318,359.685,4.368,364.8
Tecpatán,Simojovel,184.376,186.962,2.586,234.7
Tecpatán,Sitalá,274.628,277.265,2.637,270.7
Tecpatán,Socoltenango,255.934,256.928,0.994,252.8
Tecpatán,Solosuchiapa,107.252,109.199,1.947,157.6
Tecpatán,Soyaló,80.246,81.4,1.154,101.7
Tecpatán,Suchiapa,139.778,140.662,0.884,134.2
Tecpatán,Suchiate,478.714,480.072,1.359,373.1
Tecpatán,Sunuapa,141.443,142.552,1.109,152.4
Tecpatán,Tapachula,434.951,436.291,1.34,337.0
Tecpatán,Tapalapa,81.532,83.133,1.601,116.4
Tecpatán,Tapilula,103.728,105.393,1.665,139.4
Tecpatán,Tenejapa,218.23,219.875,1.645,198.5
Tecpatán,Teopisca,206.941,208.342,1.401,185.9
Tecpatán,Tila,325.516,327.104,1.588,297.9
Tecpatán,Tonalá,238.253,239.374,1.121,200.7
Tecpatán,Totolapa,195.847,196.881,1.034,186.4
Tecpatán,Tumbalá,332.02,333.553,1.533,291.6
Tecpatán,Tuxtla Chico,455.026,456.401,1.375,348.6
Tecpatán,Tuxtla Gutiérrez,121.52,122.304,0.784,104.0
Tecpatán,Tuzantán,404.805,406.102,1.298,310.4
Tecpatán,Tzimol,281.461,282.953,1.491,249.4
Tecpatán,Unión Juárez,484.097,485.792,1.696,384.1
Tecpatán,Venustiano Carranza,203.236,204.167,0.931,189.6
Tecpatán,Villa Comaltitlán,389.986,391.25,1.264,301.2
Tecpatán,Villa Corzo,203.733,204.821,1.088,218.1
Tecpatán,Villaflores,158.864,159.679,0.815,167.9
Tecpatán,Yajalón,329.816,332.047,2.231,303.3
Tecpatán,Zinacantán,168.78,170.175,1.395,153.1
Tecpatán,Ángel Albino Corzo,286.716,287.915,1.199,298.8
Tenejapa,Acacoyagua,395.76,397.342,1.582,327.3
Tenejapa,Acala,95.436,96.425,0.989,112.2
Tenejapa,Acapetahua,405.239,406.683,1.445,331.8
Tenejapa,Aldama,59.072,60.223,1.152,90.9
Tenejapa,Altamirano,105.157,106.011,0.854,154.8
Tenejapa,Amatenango de la Frontera,237.077,238.278,1.2,241.7
Tenejapa,Amatenango del Valle,71.738,72.326,0.588,82.4
Tenejapa,Amatán,137.502,140.35,2.848,195.3
Tenejapa,Arriaga,223.994,225.296,1.302,188.3
Tenejapa,Bejucal de Ocampo,245.498,247.201,1.703,256.7
Tenejapa,Bella Vista,238.261,239.723,1.463,242.9
Tenejapa,Benemérito de las Américas,371.056,373.527,2.471,358.2
Tenejapa,Berriozábal,133.482,134.523,1.041,139.0
Tenejapa,Bochil,126.297,127.579,1.282,131.5
Tenejapa,Cacahoatán,339.0,346.126,7.125,372.7
Tenejapa,Capitán Luis Ángel Vidal,308.322,312.074,3.752,344.1
Tenejapa,Catazajá,226.404,228.291,1.888,235.3
Tenejapa,Chalchihuitán,47.61,48.59,0.981,75.1
Tenejapa,Chamula,52.019,52.651,0.632,66.0
Tenejapa,Chanal,65.268,65.876,0.608,111.8
Tenejapa,Chapultenango,230.257,233.527,3.27,267.3
Tenejapa,Chenalhó,29.367,29.875,0.508,44.2
Tenejapa,Chiapa de Corzo,107.101,107.996,0.895,111.0
Tenejapa,Chiapilla,74.692,75.427,0.735,103.6
Tenejapa,Chicoasén,157.142,158.758,1.616,162.3
Tenejapa,Chicomuselo,274.496,275.899,1.403,292.9
Tenejapa,Chilón,78.331,79.285,0.953,96.1
Tenejapa,Cintalapa de Figueroa,171.772,172.779,1.007,155.1
Tenejapa,Coapilla,183.28,185.101,1.821,195.3
Tenejapa,Comitán de Domínguez,118.108,118.779,0.67,126.8
Tenejapa,Copainalá,164.409,165.938,1.529,167.1
Tenejapa,El Bosque,106.712,109.033,2.321,158.3
Tenejapa,El Parral,141.696,142.636,0.94,148.2
Tenejapa,El Porvenir,269.587,272.17,2.583,289.2
Tenejapa,Emiliano Zapata,125.65,126.595,0.945,135.4
Tenejapa,Escuintla,410.414,411.969,1.555,327.8
Tenejapa,Francisco León,226.832,229.235,2.403,249.7
Tenejapa,Frontera Comalapa,228.178,229.074,0.895,238.4
Tenejapa,Frontera Hidalgo,390.884,394.597,3.713,383.5
Tenejapa,Honduras de la Sierra,284.197,286.821,2.624,318.6
Tenejapa,Huehuetán,339.007,342.646,3.639,338.1
Tenejapa,Huitiupán,97.06,98.994,1.934,146.0
Tenejapa,Huixtla,326.503,330.125,3.622,327.3
Tenejapa,Huixtán,36.835,37.255,0.419,50.2
Tenejapa,Ixhuatán,178.106,180.318,2.212,213.5
Tenejapa,Ixtacomitán,210.723,213.724,3.0,238.6
Tenejapa,Ixtapa,93.366,94.38,1.014,101.8
Tenejapa,Ixtapangajoya,196.188,199.313,3.125,270.9
Tenejapa,Jiquipilas,170.786,171.797,1.011,161.9
Tenejapa,Jitotol,119.804,121.37,1.566,158.0
Tenejapa,Juárez,305.287,306.871,1.584,282.1
Tenejapa,La Concordia,220.454,221.548,1.093,232.3
Tenejapa,La Grandeza,254.044,256.144,2.1,269.4
Tenejapa,La Independencia,146.211,146.922,0.711,159.4
Tenejapa,La Libertad,212.299,214.18,1.881,232.1
Tenejapa,La Trinitaria,134.811,135.488,0.677,142.5
Tenejapa,Larráinzar,68.951,70.249,1.298,110.1
Tenejapa,Las Margaritas,136.659,137.369,0.71,147.6
Tenejapa,Las Rosas,87.833,88.506,0.673,101.1
Tenejapa,Mapastepec,366.824,368.241,1.417,294.7
Tenejapa,Maravilla Tenejapa,262.158,264.32,2.163,269.5
Tenejapa,Marqués de Comillas,357.642,360.147,2.505,358.2
Tenejapa,Mazapa de Madero,263.836,266.202,2.366,276.0
Tenejapa,Mazatán,361.431,365.086,3.655,360.2
Tenejapa,Metapa,379.775,383.48,3.705,366.3
Tenejapa,Montecristo de Guerrero,272.517,274.118,1.601,294.9
Tenejapa,Motozintla,287.726,290.678,2.952,286.5
Tenejapa,Nicolás Ruíz,98.926,99.872,0.945,112.4
Tenejapa,Ocosingo,226.35,228.448,2.098,326.1
Tenejapa,Ocotepec,207.062,209.117,2.056,231.0
Tenejapa,Ocozocoautla de Espinosa,140.355,141.333,0.978,136.0
Tenejapa,Ostuacán,250.718,252.371,1.653,221.9
Tenejapa,Osumacinta,137.965,139.202,1.236,138.7
Tenejapa,Oxchuc,41.261,41.742,0.481,59.7
Tenejapa,Palenque,189.186,191.059,1.873,209.5
Tenejapa,Pantelhó,53.886,55.165,1.279,89.2
Tenejapa,Pantepec,163.099,165.168,2.069,198.2
Tenejapa,Pichucalco,221.909,224.92,3.01,248.2
Tenejapa,Pijijiapan,328.577,329.964,1.387,264.2
Tenejapa,Pueblo Nuevo Solistahuacán,134.308,136.012,1.704,167.6
Tenejapa,Rayón,153.977,155.932,1.955,185.0
Tenejapa,Reforma,301.005,302.584,1.579,274.5
Tenejapa,Rincón Chamula San Pedro,142.788,144.554,1.766,176.8
Tenejapa,Sabanilla,146.671,148.436,1.765,191.4
Tenejapa,Salto de Agua,162.06,163.77,1.71,186.1
Tenejapa,San Andrés Duraznal,100.362,102.589,2.227,159.0
Tenejapa,San Cristóbal de las Casas,36.705,37.089,0.383,45.1
Tenejapa,San Fernando,122.709,123.71,1.001,128.9
Tenejapa,San Juan Cancuc,26.694,27.154,0.46,47.0
Tenejapa,San Lucas,71.644,72.377,0.733,100.7
Tenejapa,Santiago el Pinar,62.504,63.702,1.198,99.3
Tenejapa,Siltepec,270.777,272.929,2.151,293.0
Tenejapa,Simojovel,78.955,80.57,1.615,122.2
Tenejapa,Sitalá,61.007,62.082,1.076,83.4
Tenejapa,Socoltenango,135.746,136.518,0.772,163.1
Tenejapa,Solosuchiapa,200.312,203.336,3.025,238.3
Tenejapa,Soyaló,118.833,120.074,1.241,132.3
Tenejapa,Suchiapa,122.286,123.332,1.046,134.5
Tenejapa,Suchiate,398.026,401.71,3.684,387.1
Tenejapa,Sunuapa,292.591,294.463,1.872,271.4
Tenejapa,Tapachula,354.264,357.929,3.665,351.0
Tenejapa,Tapalapa,177.484,180.187,2.703,224.2
Tenejapa,Tapilula,168.474,170.536,2.062,199.1
Tenejapa,Tecpatán,217.198,218.849,1.651,197.0
Tenejapa,Teopisca,57.562,58.161,0.599,77.5
Tenejapa,Tila,135.874,137.818,1.945,173.9
Tenejapa,Tonalá,263.216,264.528,1.313,228.7
Tenejapa,Totolapa,82.628,83.387,0.759,114.7
Tenejapa,Tumbalá,117.038,118.583,1.545,149.5
Tenejapa,Tuxtla Chico,374.339,378.038,3.7,362.7
Tenejapa,Tuxtla Gutiérrez,99.334,100.21,0.876,99.1
Tenejapa,Tuzantán,318.811,322.424,3.613,320.5
Tenejapa,Tzimol,132.082,132.772,0.689,141.1
Tenejapa,Unión Juárez,335.86,342.16,6.3,372.8
Tenejapa,Venustiano Carranza,114.316,115.262,0.946,140.2
Tenejapa,Villa Comaltitlán,414.948,416.404,1.456,329.2
Tenejapa,Villa Corzo,201.555,202.915,1.36,220.8
Tenejapa,Villaflores,172.181,173.261,1.08,176.7
Tenejapa,Yajalón,93.031,94.095,1.064,118.2
Tenejapa,Zinacantán,61.353,62.107,0.754,72.7
Tenejapa,Ángel Albino Corzo,254.064,255.343,1.279,280.4
Teopisca,Acacoyagua,384.627,385.968,1.342,314.7
Teopisca,Acala,45.132,45.607,0.475,84.7
Teopisca,Acapetahua,316.546,319.662,3.116,314.6
Teopisca,Aldama,62.489,63.212,0.723,91.7
Teopisca,Altamirano,126.491,127.231,0.739,164.7
Teopisca,Amatenango de la Frontera,184.262,184.914,0.653,184.0
Teopisca,Amatenango del Valle,18.922,18.963,0.04,24.7
Teopisca,Amatán,176.16,179.157,2.997,225.8
Teopisca,Arriaga,212.86,213.922,1.062,175.7
Teopisca,Bejucal de Ocampo,192.682,193.838,1.156,199.1
Teopisca,Bella Vista,185.445,186.36,0.915,185.2
Teopisca,Benemérito de las Américas,318.24,320.164,1.924,300.5
Teopisca,Berriozábal,122.349,123.149,0.8,126.5
Teopisca,Bochil,115.164,116.206,1.041,118.9
Teopisca,Cacahoatán,286.185,292.762,6.578,315.1
Teopisca,Capitán Luis Ángel Vidal,277.833,283.052,5.22,314.9
Teopisca,Catazajá,273.251,274.996,1.745,264.4
Teopisca,Chalchihuitán,86.267,87.397,1.13,105.7
Teopisca,Chamula,44.312,44.686,0.374,59.3
Teopisca,Chanal,63.126,63.416,0.29,94.2
Teopisca,Chapultenango,251.224,254.408,3.184,255.9
Teopisca,Chenalhó,80.371,81.314,0.943,93.7
Teopisca,Chiapa de Corzo,95.968,96.622,0.654,98.4
Teopisca,Chiapilla,31.551,31.98,0.43,68.9
Teopisca,Chicoasén,146.008,147.384,1.375,149.7
Teopisca,Chicomuselo,221.68,222.536,0.855,235.2
Teopisca,Chilón,141.23,142.104,0.873,143.0
Teopisca,Cintalapa de Figueroa,160.638,161.405,0.767,142.5
Teopisca,Coapilla,172.147,173.727,1.58,182.7
Teopisca,Comitán de Domínguez,65.293,65.415,0.123,69.1
Teopisca,Copainalá,153.276,154.565,1.289,154.5
Teopisca,El Bosque,136.989,138.48,1.49,147.0
Teopisca,El Parral,130.562,131.262,0.699,135.7
Teopisca,El Porvenir,216.771,218.806,2.035,231.6
Teopisca,Emiliano Zapata,79.982,80.602,0.619,108.9
Teopisca,Escuintla,270.426,273.925,3.499,273.9
Teopisca,Francisco León,215.699,217.861,2.162,237.1
Teopisca,Frontera Comalapa,175.362,175.71,0.348,180.7
Teopisca,Frontera Hidalgo,338.068,341.233,3.165,325.8
Teopisca,Honduras de la Sierra,231.381,233.458,2.076,260.9
Teopisca,Huehuetán,286.191,289.283,3.092,280.4
Teopisca,Huitiupán,135.717,137.801,2.083,176.6
Teopisca,Huixtla,273.687,276.762,3.075,269.6
Teopisca,Huixtán,36.492,36.689,0.197,42.8
Teopisca,Ixhuatán,199.073,201.199,2.126,202.1
Teopisca,Ixtacomitán,231.69,234.604,2.914,227.2
Teopisca,Ixtapa,82.232,83.006,0.774,89.2
Teopisca,Ixtapangajoya,260.18,263.357,3.177,280.2
Teopisca,Jiquipilas,159.653,160.423,0.771,149.3
Teopisca,Jitotol,140.771,142.251,1.48,146.6
Teopisca,Juárez,294.153,295.497,1.344,269.5
Teopisca,La Concordia,209.321,210.174,0.853,219.7
Teopisca,La Grandeza,201.228,202.781,1.552,211.7
Teopisca,La Independencia,93.395,93.559,0.164,101.7
Teopisca,La Libertad,259.147,260.885,1.738,261.2
Teopisca,La Trinitaria,81.995,82.125,0.129,84.8
Teopisca,Larráinzar,72.368,73.238,0.87,110.9
Teopisca,Las Margaritas,83.843,84.005,0.162,90.0
Teopisca,Las Rosas,35.017,35.142,0.126,43.5
Teopisca,Mapastepec,355.691,356.868,1.177,282.2
Teopisca,Maravilla Tenejapa,209.342,210.957,1.615,211.8
Teopisca,Marqués de Comillas,304.826,306.783,1.957,300.5
Teopisca,Mazapa de Madero,211.02,212.838,1.818,218.3
Teopisca,Mazatán,308.615,311.723,3.108,302.5
Teopisca,Metapa,326.959,330.116,3.157,308.6
Teopisca,Montecristo de Guerrero,253.119,256.277,3.158,281.0
Teopisca,Motozintla,234.91,237.314,2.405,228.8
Teopisca,Nicolás Ruíz,25.346,25.802,0.456,47.5
Teopisca,Ocosingo,247.587,249.341,1.754,338.2
Teopisca,Ocotepec,195.928,197.743,1.815,218.4
Teopisca,Ocozocoautla de Espinosa,129.221,129.959,0.738,123.4
Teopisca,Ostuacán,239.585,240.998,1.412,209.3
Teopisca,Osumacinta,126.832,127.828,0.996,126.2
Teopisca,Oxchuc,62.594,62.961,0.367,69.6
Teopisca,Palenque,236.033,237.764,1.73,238.7
Teopisca,Pantelhó,102.591,104.245,1.653,135.2
Teopisca,Pantepec,184.066,186.049,1.983,186.8
Teopisca,Pichucalco,242.876,245.801,2.924,236.8
Teopisca,Pijijiapan,317.444,318.59,1.146,251.6
Teopisca,Pueblo Nuevo Solistahuacán,155.275,156.893,1.618,156.2
Teopisca,Rayón,174.944,176.813,1.869,173.7
Teopisca,Reforma,289.872,291.21,1.338,261.9
Teopisca,Rincón Chamula San Pedro,163.755,165.435,1.68,165.5
Teopisca,Sabanilla,167.011,169.821,2.81,224.3
Teopisca,Salto de Agua,208.907,210.474,1.567,215.2
Teopisca,San Andrés Duraznal,169.334,171.184,1.85,183.3
Teopisca,San Cristóbal de las Casas,28.333,28.478,0.145,35.8
Teopisca,San Fernando,111.576,112.336,0.76,116.3
Teopisca,San Juan Cancuc,84.864,85.595,0.731,111.8
Teopisca,San Lucas,31.541,31.946,0.405,71.4
Teopisca,Santiago el Pinar,65.921,66.691,0.77,100.1
Teopisca,Siltepec,217.962,219.565,1.604,235.3
Teopisca,Simojovel,127.66,129.65,1.989,168.2
Teopisca,Sitalá,112.865,114.157,1.292,145.5
Teopisca,Socoltenango,82.93,83.155,0.225,105.4
Teopisca,Solosuchiapa,221.279,224.217,2.939,226.9
Teopisca,Soyaló,107.7,108.701,1.001,119.8
Teopisca,Suchiapa,111.153,111.958,0.806,122.0
Teopisca,Suchiate,345.21,348.347,3.137,329.4
Teopisca,Sunuapa,281.458,283.089,1.632,258.9
Teopisca,Tapachula,301.448,304.565,3.118,293.3
Teopisca,Tapalapa,198.451,201.068,2.617,212.8
Teopisca,Tapilula,189.441,191.417,1.976,187.7
Teopisca,Tecpatán,206.065,207.475,1.41,184.4
Teopisca,Tenejapa,57.551,58.15,0.6,77.9
Teopisca,Tila,198.773,200.637,1.865,220.9
Teopisca,Tonalá,252.082,253.155,1.072,216.2
Teopisca,Totolapa,30.933,31.491,0.558,58.7
Teopisca,Tumbalá,179.937,181.402,1.465,196.5
Teopisca,Tuxtla Chico,321.523,324.675,3.152,305.0
Teopisca,Tuxtla Gutiérrez,88.2,88.836,0.636,86.5
Teopisca,Tuzantán,265.995,269.061,3.066,262.8
Teopisca,Tzimol,79.266,79.408,0.142,83.4
Teopisca,Unión Juárez,283.044,288.797,5.752,315.1
Teopisca,Venustiano Carranza,61.5,61.898,0.398,82.5
Teopisca,Villa Comaltitlán,292.664,295.759,3.095,287.9
Teopisca,Villa Corzo,190.422,191.541,1.119,208.3
Teopisca,Villaflores,161.048,161.887,0.839,164.1
Teopisca,Yajalón,155.93,156.914,0.984,165.2
Teopisca,Zinacantán,52.669,53.185,0.517,62.6
Teopisca,Ángel Albino Corzo,242.931,243.969,1.038,267.8
Tila,Acacoyagua,550.249,553.3,3.052,487.5
Tila,Acala,249.925,252.383,2.458,272.5
Tila,Acapetahua,559.727,562.642,2.914,492.1
Tila,Aldama,187.588,190.529,2.941,250.3
Tila,Altamirano,164.813,166.553,1.74,219.9
Tila,Amatenango de la Frontera,378.274,380.739,2.465,384.8
Tila,Amatenango del Valle,212.935,214.788,1.852,225.5
Tila,Amatán,113.255,114.921,1.666,182.5
Tila,Arriaga,378.482,381.254,2.772,348.5
Tila,Bejucal de Ocampo,386.695,389.663,2.968,399.9
Tila,Bella Vista,379.458,382.185,2.727,386.0
Tila,Benemérito de las Américas,343.067,345.118,2.051,353.4
Tila,Berriozábal,287.971,290.481,2.511,299.3
Tila,Bochil,153.066,156.191,3.125,207.9
Tila,Cacahoatán,480.198,488.587,8.39,515.9
Tila,Capitán Luis Ángel Vidal,462.811,468.033,5.222,504.3
Tila,Catazajá,120.136,120.903,0.767,134.4
Tila,Chalchihuitán,150.661,153.85,3.189,218.4
Tila,Chamula,183.217,185.708,2.491,228.2
Tila,Chanal,175.636,177.437,1.802,226.6
Tila,Chapultenango,223.483,224.576,1.093,229.2
Tila,Chenalhó,134.717,137.494,2.777,191.1
Tila,Chiapa de Corzo,261.589,263.954,2.364,271.2
Tila,Chiapilla,229.18,231.385,2.205,263.8
Tila,Chicoasén,225.585,229.85,4.265,304.3
Tila,Chicomuselo,415.693,418.361,2.667,436.1
Tila,Chilón,57.719,58.71,0.99,78.1
Tila,Cintalapa de Figueroa,326.26,328.737,2.477,315.3
Tila,Coapilla,202.564,206.589,4.025,290.1
Tila,Comitán de Domínguez,259.305,261.24,1.935,269.9
Tila,Copainalá,232.853,237.031,4.178,309.2
Tila,El Bosque,140.6,143.573,2.973,202.2
Tila,El Parral,296.184,298.594,2.41,308.5
Tila,El Porvenir,410.784,414.631,3.847,432.4
Tila,Emiliano Zapata,280.139,282.553,2.414,295.6
Tila,Escuintla,464.438,469.75,5.311,474.7
Tila,Francisco León,254.655,256.316,1.661,276.2
Tila,Frontera Comalapa,369.375,371.535,2.16,381.5
Tila,Frontera Hidalgo,532.081,537.058,4.977,526.6
Tila,Honduras de la Sierra,425.394,429.283,3.888,461.7
Tila,Huehuetán,480.204,485.108,4.904,481.2
Tila,Huitiupán,108.258,110.745,2.487,163.4
Tila,Huixtla,467.7,472.587,4.887,470.4
Tila,Huixtán,161.903,163.568,1.665,178.3
Tila,Ixhuatán,218.05,219.78,1.73,221.2
Tila,Ixtacomitán,204.027,204.851,0.824,200.4
Tila,Ixtapa,188.605,192.027,3.422,242.5
Tila,Ixtapangajoya,120.526,121.605,1.08,204.5
Tila,Jiquipilas,325.274,327.755,2.481,322.1
Tila,Jitotol,157.512,160.695,3.183,216.1
Tila,Juárez,183.887,184.682,0.795,202.8
Tila,La Concordia,374.943,377.506,2.563,392.5
Tila,La Grandeza,395.241,398.606,3.364,412.5
Tila,La Independencia,220.434,222.322,1.888,293.3
Tila,La Libertad,154.445,155.235,0.79,157.9
Tila,La Trinitaria,276.008,277.95,1.941,285.6
Tila,Larráinzar,162.469,165.852,3.382,230.4
Tila,Las Margaritas,202.895,204.768,1.873,268.0
Tila,Las Rosas,229.03,230.967,1.938,244.3
Tila,Mapastepec,521.313,524.2,2.887,455.0
Tila,Maravilla Tenejapa,290.503,293.707,3.203,383.4
Tila,Marqués de Comillas,333.861,335.915,2.054,354.1
Tila,Mazapa de Madero,405.033,408.663,3.63,419.1
Tila,Mazatán,502.628,507.547,4.92,503.3
Tila,Metapa,520.972,525.941,4.969,509.4
Tila,Montecristo de Guerrero,427.005,430.076,3.071,455.1
Tila,Motozintla,428.923,433.139,4.217,429.6
Tila,Nicolás Ruíz,240.124,242.333,2.21,255.5
Tila,Ocosingo,245.544,247.555,2.01,315.5
Tila,Ocotepec,206.135,210.304,4.169,295.3
Tila,Ocozocoautla de Espinosa,294.843,297.291,2.448,296.2
Tila,Ostuacán,269.711,270.609,0.897,249.4
Tila,Osumacinta,211.964,215.959,3.995,285.0
Tila,Oxchuc,140.394,142.007,1.614,161.4
Tila,Palenque,140.106,141.925,1.819,186.6
Tila,Pantelhó,111.904,113.939,2.035,162.5
Tila,Pantepec,168.521,171.75,3.228,238.7
Tila,Pichucalco,194.112,194.908,0.796,190.3
Tila,Pijijiapan,483.066,485.922,2.856,424.4
Tila,Pueblo Nuevo Solistahuacán,139.73,142.594,2.864,208.1
Tila,Rayón,159.399,162.514,3.115,225.5
Tila,Reforma,192.287,193.085,0.798,186.4
Tila,Rincón Chamula San Pedro,148.21,151.136,2.926,217.3
Tila,Sabanilla,71.352,72.859,1.507,106.6
Tila,Salto de Agua,72.395,73.222,0.827,95.1
Tila,San Andrés Duraznal,131.607,134.489,2.882,200.6
Tila,San Cristóbal de las Casas,167.904,170.147,2.243,207.4
Tila,San Fernando,277.198,279.668,2.471,289.1
Tila,San Juan Cancuc,116.615,118.424,1.808,159.5
Tila,San Lucas,226.133,228.335,2.203,260.9
Tila,Santiago el Pinar,191.02,194.008,2.988,258.7
Tila,Siltepec,411.974,415.39,3.416,436.1
Tila,Simojovel,120.751,122.978,2.226,180.9
Tila,Sitalá,82.25,83.821,1.572,127.1
Tila,Socoltenango,276.943,278.98,2.037,306.2
Tila,Solosuchiapa,204.392,205.689,1.297,212.9
Tila,Soyaló,186.843,190.289,3.445,247.0
Tila,Suchiapa,276.774,279.29,2.516,294.8
Tila,Suchiate,539.223,544.172,4.949,530.2
Tila,Sunuapa,214.996,216.042,1.046,216.4
Tila,Tapachula,495.461,500.39,4.93,494.1
Tila,Tapalapa,182.906,186.769,3.863,264.7
Tila,Tapilula,222.704,224.441,1.737,220.0
Tila,Tecpatán,326.005,327.597,1.592,296.9
Tila,Tenejapa,135.807,137.75,1.943,173.4
Tila,Teopisca,198.759,200.622,1.863,220.7
Tila,Tonalá,417.704,420.487,2.782,389.0
Tila,Totolapa,245.71,248.022,2.313,266.7
Tila,Tumbalá,44.503,45.619,1.117,69.1
Tila,Tuxtla Chico,515.536,520.5,4.964,505.8
Tila,Tuxtla Gutiérrez,253.822,256.168,2.346,259.3
Tila,Tuzantán,460.008,464.886,4.878,463.6
Tila,Tzimol,273.279,275.233,1.954,284.2
Tila,Unión Juárez,477.057,484.621,7.564,516.0
Tila,Venustiano Carranza,255.513,257.723,2.21,283.3
Tila,Villa Comaltitlán,486.677,491.584,4.907,488.7
Tila,Villa Corzo,356.044,358.873,2.829,381.1
Tila,Villaflores,326.67,329.219,2.549,336.9
Tila,Yajalón,46.248,47.2,0.952,65.1
Tila,Zinacantán,192.552,195.165,2.614,235.0
Tila,Ángel Albino Corzo,408.553,411.301,2.748,440.6
Tonalá,Acacoyagua,163.31,163.584,0.274,146.6
Tonalá,Acala,219.501,220.041,0.54,191.9
Tonalá,Acapetahua,172.789,172.926,0.136,151.2
Tonalá,Aldama,260.984,262.485,1.501,241.8
Tonalá,Altamirano,347.043,348.688,1.646,335.5
Tonalá,Amatenango de la Frontera,285.417,288.789,3.372,244.3
Tonalá,Amatenango del Valle,267.782,268.832,1.049,223.4
Tonalá,Amatán,352.915,355.947,3.032,333.0
Tonalá,Arriaga,44.347,44.36,0.013,45.0
Tonalá,Bejucal de Ocampo,283.838,287.514,3.676,263.5
Tonalá,Bella Vista,318.541,322.041,3.5,275.2
Tonalá,Benemérito de las Américas,567.1,570.033,2.933,499.2
Tonalá,Berriozábal,165.784,166.306,0.521,149.8
Tonalá,Bochil,247.717,248.753,1.035,209.8
Tonalá,Cacahoatán,263.805,264.419,0.615,222.1
Tonalá,Capitán Luis Ángel Vidal,324.191,327.591,3.4,336.5
Tonalá,Catazajá,478.833,479.91,1.077,394.1
Tonalá,Chalchihuitán,284.64,286.43,1.79,255.8
Tonalá,Chamula,242.807,243.959,1.152,209.3
Tonalá,Chanal,283.677,284.873,1.196,265.1
Tonalá,Chapultenango,298.359,300.556,2.197,286.7
Tonalá,Chenalhó,278.744,280.346,1.603,243.9
Tonalá,Chiapa de Corzo,192.908,193.391,0.483,163.6
Tonalá,Chiapilla,234.576,235.245,0.669,207.9
Tonalá,Chicoasén,211.023,212.158,1.135,189.5
Tonalá,Chicomuselo,354.776,358.216,3.44,325.3
Tonalá,Chilón,361.782,363.561,1.779,313.9
Tonalá,Cintalapa de Figueroa,108.693,108.993,0.3,101.0
Tonalá,Coapilla,237.161,238.501,1.34,222.5
Tonalá,Comitán de Domínguez,314.153,315.284,1.132,267.8
Tonalá,Copainalá,218.29,219.339,1.048,194.3
Tonalá,El Bosque,269.543,271.027,1.484,237.9
Tonalá,El Parral,217.092,217.604,0.512,196.9
Tonalá,El Porvenir,266.088,270.141,4.053,230.0
Tonalá,Emiliano Zapata,211.458,211.99,0.533,188.0
Tonalá,Escuintla,177.965,178.212,0.247,147.1
Tonalá,Francisco León,278.203,279.934,1.731,256.5
Tonalá,Frontera Comalapa,323.698,326.643,2.944,284.5
Tonalá,Frontera Hidalgo,264.084,264.355,0.271,216.8
Tonalá,Honduras de la Sierra,307.111,315.154,8.043,297.2
Tonalá,Huehuetán,212.207,212.405,0.198,171.4
Tonalá,Huitiupán,312.473,314.591,2.118,283.8
Tonalá,Huixtla,194.958,195.129,0.171,156.2
Tonalá,Huixtán,257.043,258.146,1.103,213.7
Tonalá,Ixhuatán,331.626,333.746,2.12,293.0
Tonalá,Ixtacomitán,343.171,344.763,1.592,308.3
Tonalá,Ixtapa,214.786,215.554,0.768,180.1
Tonalá,Ixtapangajoya,373.726,375.547,1.82,360.6
Tonalá,Jiquipilas,113.621,113.935,0.314,107.8
Tonalá,Jitotol,273.324,274.798,1.474,237.5
Tonalá,Juárez,327.245,328.297,1.052,286.9
Tonalá,La Concordia,236.323,237.065,0.742,224.8
Tonalá,La Grandeza,287.192,292.116,4.924,253.7
Tonalá,La Independencia,342.255,343.428,1.173,300.4
Tonalá,La Libertad,513.142,514.242,1.1,417.5
Tonalá,La Trinitaria,330.856,331.994,1.138,283.5
Tonalá,Larráinzar,259.216,260.478,1.262,250.2
Tonalá,Las Margaritas,332.704,333.875,1.171,288.6
Tonalá,Las Rosas,283.877,285.011,1.134,242.1
Tonalá,Mapastepec,134.375,134.483,0.109,114.1
Tonalá,Maravilla Tenejapa,458.202,460.826,2.624,410.5
Tonalá,Marqués de Comillas,553.687,556.652,2.966,499.2
Tonalá,Mazapa de Madero,265.625,268.285,2.66,234.3
Tonalá,Mazatán,234.631,234.844,0.214,193.5
Tonalá,Metapa,252.975,253.238,0.263,199.6
Tonalá,Montecristo de Guerrero,288.386,289.635,1.25,287.4
Tonalá,Motozintla,224.354,225.181,0.828,182.0
Tonalá,Nicolás Ruíz,256.074,256.715,0.641,225.5
Tonalá,Ocosingo,468.138,470.799,2.66,509.1
Tonalá,Ocotepec,260.942,262.517,1.575,258.2
